"AED Name","AED Address","Detailed location of the AED installed","Location Google Map coordinate: latitude","Location Google Map coordinate: longitude","Whether the AED can be used by anyone","Person allowed to operate the AED","Person who has access to the AED","Ground level categories","Service Hour Remark","AED brand","AED model","AED remark"
"Quarry Bay Station","Quarry Bay Station","Concourse (near Exit C Wide Gate)",22.29052128721835,114.20792429786991,Yes,"Staff only","Accompanied By Staff only","Street level",,"Physio Control","Lifepak CR Plus",
"Quarry Bay Station","Quarry Bay Station","Platform 1 (near the 4th Car)",22.2878881,114.2097482,Yes,"Staff only","Accompanied By Staff only","Non-street level",,"Physio Control","Lifepak CR Plus",
"Quarry Bay Station","Quarry Bay Station","Platform 2 (near the 5th Car)",22.2878881,114.2097482,Yes,"Staff only","Accompanied By Staff only","Non-street level",,"Physio Control","Lifepak CR Plus",
"Tai Koo Station","Tai Koo Station","Concourse (near Customer Service Centre)",22.284662751525,114.21636095218,Yes,"Staff only","Accompanied By Staff only","Non-street level",,"Physio Control","Lifepak CR Plus",
"Tai Koo Station","Tai Koo Station","Platform 1 (near the 4th Car)",22.284651893307,114.21636061691,Yes,"Staff only","Accompanied By Staff only","Non-street level",,"Physio Control","Lifepak CR Plus",
"PO LEUNG KUK TIN KA PING FAMILY JOY CENTRE","NO.2, G/F, SHEK FAI HOUSE, CHUN SHEK ESTATE, SHATIN,N.T.","IN THE CABINET BESIDE THE RECEPTION",22.373877156578,114.18572600552,Yes,"Trained Personnel Only","Accompanied By Staff only","Street level",,Physio-Control,"Lifepak CR Plus (Fully auto)",
"Sai Wan Ho Station","Sai Wan Ho Station","Concourse (near exit gate)",22.2820984,114.2220997,Yes,"Staff only","Accompanied By Staff only","Non-street level",,"Physio Control","Lifepak CR Plus",
"Sai Wan Ho Station","Sai Wan Ho Station","Platform 2 (near the 4th Car)",22.2820984,114.2220997,Yes,"Staff only","Accompanied By Staff only","Non-street level",,"Physio Control","Lifepak CR Plus",
"Shau Kei Wan Station","Shau Kei Wan Station","Concourse (near Customer Service Centre)",22.2792428,114.2288794,Yes,"Staff only","Accompanied By Staff only","Non-street level",,"Physio Control","Lifepak CR Plus",
"MSC Parts Depot - Ha Chuen","DD125, LOT 1827S, Ping Ha Road, Lau Fau Shan, Yuen Long, N.T., Hong. Kong","DD125, LOT 1827S, Ping Ha Road, Lau Fau Shan, Yuen Long, N.T., Hong. Kong",22.446098545537,113.99019901868,Yes,Anyone,Anyone,"Street level",,,,
"Shau Kei Wan Station","Shau Kei Wan Station","Platform 2 (near the 5th Car)",22.2792428,114.2288794,Yes,"Staff only","Accompanied By Staff only","Non-street level",,"Physio Control","Lifepak CR Plus",
"PLK CHEE JING YIN PRIMARY SCHOOL","6D SHA KOK STREET, POK HONG ESTATE, SHATIN, N.T..","1/F MEDICAL ROOM",22.37610907272,114.19606752761,Yes,"Trained Personnel Only",Anyone,"Non-street level","Not available for school holidays",Physio-control,"Lifepak CR Plus (Fully-auto)  2024/8/6 (Adult) &amp; 2023/12/3 (Child)",
"Heng Fa Chuen Station","Heng Fa Chuen Station","Platform 1 (near the 6th Car)",22.27681,114.2399117,Yes,"Staff only","Accompanied By Staff only","Non-street level",,"Physio Control","Lifepak CR Plus",
"Heng Fa Chuen Station","Heng Fa Chuen Station","Platform 2 (near the 5th Car)",22.27681,114.2399117,Yes,"Staff only","Accompanied By Staff only","Non-street level",,"Physio Control","Lifepak CR Plus",
"Chai Wan Station","Chai Wan Station","Concourse (near Customer Service Centre)",22.264625,114.237139,Yes,"Staff only","Accompanied By Staff only","Non-street level",,"Physio Control","Lifepak CR Plus",
"Chai Wan Station","Chai Wan Station","Platform 2 (between Car 1 and Car 2)",22.264625,114.237139,Yes,"Staff only","Accompanied By Staff only","Non-street level",,"Physio Control","Lifepak CR Plus",
"PO LEUNG KUK TIN YAN HOME FOR THE ELDERLY CUM GREEN JOY DAY CARE CENTRE FOR THE ELDERLY","3/F &amp; 4/F, ANCILLARY FACILITIES BLOCK, TIN YAN ESTATE, TIN SHUI WAI, N.T.","4/F NURSING STATION",22.463615790159,113.99663817237,Yes,"Trained Personnel Only","Accompanied By Staff only","Non-street level",,"Cardiac Science","Powerheart AED G3 Pro (Semi-auto)",
"Whampoa Station","Whampoa Station","Platform 1 (near the 4th Car)",22.305031076347,114.18955006564,Yes,"Staff only","Accompanied By Staff only","Non-street level",,"Physio Control","Lifepak CR Plus",
"Whampoa Station","Whampoa Station","East Concourse near Lift03 (Exit C and D Paid Area)",22.305032937485,114.18955006564,Yes,"Staff only","Accompanied By Staff only","Non-street level",,"Physio Control","Lifepak CR Plus",
"Ho Man Tin Station","Ho Man Tin Station","Tuen Ma Line Platform 4 (near the 5th Car)",22.3093594,114.1827294,Yes,"Staff only","Accompanied By Staff only","Non-street level",,"Physio Control","Lifepak CR Plus",
"Ho Man Tin Station","Ho Man Tin Station","Kwun Tong Line Platform 2 (near the 4th Car)",22.3093594,114.1827294,Yes,"Staff only","Accompanied By Staff only","Non-street level",,"Physio Control","Lifepak CR Plus",
"Ho Man Tin Station","Ho Man Tin Station","Kwun Tong Line Platform 1 (near the 4th Car)",22.3093594,114.1827294,Yes,"Staff only","Accompanied By Staff only","Non-street level",,"Physio Control","Lifepak CR Plus",
"PO LEUNG KUK TIN YAN HOME FOR THE ELDERLY CUM GREEN JOY DAY CARE CENTRE FOR THE ELDERLY","3/F &amp; 4/F, ANCILLARY FACILITIES BLOCK, TIN YAN ESTATE, TIN SHUI WAI, N.T.","3/FNURSING STATION",22.463637478689,113.99663280795,Yes,"Trained Personnel Only","Accompanied By Staff only","Non-street level",,Physio-control,"Lifepak CR Plus (Fully-auto)",
"Ho Man Tin Station","Ho Man Tin Station","Concourse (near Customer Service Centre)",22.3093594,114.1827294,Yes,"Staff only","Accompanied By Staff only","Non-street level",,"Physio Control","Lifepak CR Plus",
"Shek Kip Mei Station","Shek Kip Mei Station","Concourse (near Entry Gates)",22.3321178,114.168801,Yes,"Staff only","Accompanied By Staff only","Non-street level",,"Physio Control","Lifepak CR Plus",
"Shek Kip Mei Station","Shek Kip Mei Station","Platform 2 (near the 5th Car)",22.3321178,114.168801,Yes,"Staff only","Accompanied By Staff only","Non-street level",,"Physio Control","Lifepak CR Plus",
"Lok Fu Station","Lok Fu Station","Concourse (near Station Control Room)",22.338026,114.187022,Yes,"Staff only","Accompanied By Staff only","Street level",,"Physio Control","Lifepak CR Plus",
"Lok Fu Station","Lok Fu Station","Platform 2 (near the 6th Car)",22.338026,114.187022,Yes,"Staff only","Accompanied By Staff only","Non-street level",,"Physio Control","Lifepak CR Plus",
"Wong Tai Sin Station","Wong Tai Sin Station","Concourse (near Customer Service Centre)",22.341662470385,114.1938508418,Yes,"Staff only","Accompanied By Staff only","Non-street level",,"Physio Control","Lifepak CR Plus",
"Wong Tai Sin Station","Wong Tai Sin Station","Platform 2 (near the 3rd Car)",22.341660919844,114.19384983597,Yes,"Staff only","Accompanied By Staff only","Non-street level",,"Physio Control","Lifepak CR Plus",
"PO LEUNG KUK TUNG CHUNG HOME FOR THE ELDERLY","3/F TO 5/F, TUNG CHUNG MUNICIPAL BUILDING, 39 MAN TUNG ROAD, TUNG CHUNG.","4/F NURSING STATION",22.290658343812,113.94366053373,Yes,"Trained Personnel Only",Anyone,"Non-street level",,Physio-control,"Lifepak CR Plus (Fully-auto)",
"Diamond Hill Station","Diamond Hill Station","Kwun Tong Line Concourse (near Customer Service Centre)",22.340017,114.201698,Yes,"Staff only","Accompanied By Staff only","Non-street level",,"Physio Control","Lifepak CR Plus",
"Diamond Hill Station","Diamond Hill Station","Kwun Tong Line Platform 1 (near the 5th Car)",22.340017,114.201698,Yes,"Staff only","Accompanied By Staff only","Non-street level",,"Physio Control","Lifepak CR Plus",
"Diamond Hill Station","Diamond Hill Station","Tuen Ma Line Platform (near Platform Supervision Booth)",22.340017,114.201698,Yes,"Staff only","Accompanied By Staff only","Non-street level",,"Physio Control","Lifepak CR Plus",
"Choi Hung Station","Choi Hung Station","Concourse (near Customer Service Centre)",22.3348908,114.2089891,Yes,"Staff only","Accompanied By Staff only","Non-street level",,"Physio Control","Lifepak CR Plus",
"PO LEUNG KUK TANG YUK TIEN COLLEGE","WU KING ESTATE, TUEN MUN, N.T.","MEDICAL ROOM, G/F.",22.377026832492,113.96478629266,Yes,"Trained Personnel Only","Staff only","Street level",,"Cardiac Science","G3 Elite (Fully-auto)",
"Choi Hung Station","Choi Hung Station","Platform 1 (near the 4th Car)",22.3348908,114.2089891,Yes,"Staff only","Accompanied By Staff only","Non-street level",,"Physio Control","Lifepak CR Plus",
"Choi Hung Station","Choi Hung Station","Platform 4 (near the 4th Car)",22.3348908,114.2089891,Yes,"Staff only","Accompanied By Staff only","Non-street level",,"Physio Control","Lifepak CR Plus",
"Kowloon Bay Station","Kowloon Bay Station","Platform 1 (near Platform Supervision Booth)",22.3231679,114.2141251,Yes,"Staff only","Accompanied By Staff only","Non-street level",,"Physio Control","Lifepak CR Plus",
"Kowloon Bay Station","Kowloon Bay Station","Concourse (near Customer Service Centre)",22.3231679,114.2141251,Yes,"Staff only","Accompanied By Staff only","Non-street level",,"Physio Control","Lifepak CR Plus",
"Ngau Tau Kok Station","Ngau Tau Kok Station","Concourse (near Customer Service Centre)",22.315556,114.2189818,Yes,"Staff only","Accompanied By Staff only","Street level",,"Physio Control","Lifepak CR Plus",
"Ngau Tau Kok Station","Ngau Tau Kok Station","Platform 1 (near the 4th Car)",22.315556,114.2189818,Yes,"Staff only","Accompanied By Staff only","Non-street level",,"Physio Control","Lifepak CR Plus",
"Kwun Tong Station","Kwun Tong Station","Concourse (near Customer Service Centre)",22.312258830627,114.22624722974,Yes,"Staff only","Accompanied By Staff only","Non-street level",,"Physio Control","Lifepak CR Plus",
"Kwun Tong Station","Kwun Tong Station","Platform 1 (near the 6th Car)",22.3122150246,114.22635197732,Yes,"Staff only","Accompanied By Staff only","Non-street level",,"Physio Control","Lifepak CR Plus",
"PO LEUNG KUK TAI KOK TSUI HOME FOR THE ELDERLY CUM CHERISH DAY CARE CENTRE FOR THE ELDERLY","3/F &amp; 5/F, 9 TAI KOK TSUI ROAD, KOWLOON","5/F NURSING STATION",22.318589456174,114.16181460061,Yes,"Trained Personnel Only",Anyone,"Non-street level",,Physio-control,"Lifepak CR Plus (Fully-auto)",
"Lam Tin Station","Lam Tin Station","Concourse (near Customer Service Centre)",22.306855,114.232733,Yes,"Staff only","Accompanied By Staff only","Street level",,"Physio Control","Lifepak CR Plus",
"Lam Tin Station","Lam Tin Station","Platform 2 (near the 4th Car)",22.306855,114.232733,Yes,"Staff only","Accompanied By Staff only","Non-street level",,"Physio Control","Lifepak CR Plus",
"PO LEUNG KUK STANLEY HO SAU NAN PRIMARY SCHOOL","11 MUK HUNG STREET, KOWLOON CITY, KOWLOON","GENERAL OFFICE -- MEDICAL ROOM",22.331617827041,114.20394983307,Yes,"Trained Personnel Only","Accompanied By Staff only","Street level",,,,
"Jordan Station","Jordan Station","Concourse (near Station Control Room)",22.30479,114.17166,Yes,"Staff only","Accompanied By Staff only","Non-street level",,"Physio Control","Lifepak CR Plus",
"Jordan Station","Jordan Station","Platform (near Platform Supervision Booth)",22.30479,114.17166,Yes,"Staff only","Accompanied By Staff only","Non-street level",,"Physio Control","Lifepak CR Plus",
"Yau Ma Tei Station","Yau Ma Tei Station","Concourse (near Customer Service Centre)",22.312832203074,114.17068036535,Yes,"Staff only","Accompanied By Staff only","Non-street level",,"Physio Control","Lifepak CR Plus",
"Yau Ma Tei Station","Yau Ma Tei Station","Platform 1 (near the 4th Car)",22.312842748929,114.17068204173,Yes,"Staff only","Accompanied By Staff only","Non-street level",,"Physio Control","Lifepak CR Plus",
"Yau Ma Tei Station","Yau Ma Tei Station","Platform 3 (near the 4th Car)",22.312831582729,114.17068003008,Yes,"Staff only","Accompanied By Staff only","Non-street level",,"Physio Control","Lifepak CR Plus",
"Mong Kok Station","Mong Kok Station","Concourse (near Exit C Customer Service Centre)",22.319253,114.169355,Yes,"Staff only","Accompanied By Staff only","Non-street level",,"Physio Control","Lifepak CR Plus",
"Mong Kok Station","Mong Kok Station","Platform 3 (near the 2nd Car)",22.319253,114.169355,Yes,"Staff only","Accompanied By Staff only","Non-street level",,"Physio Control","Lifepak CR Plus",
"PO LEUNG KUK WOMEN&amp;#39;S WELFARE CLUB WESTERN DISTRICT FUNG LEE PUI YIU PRIMARY SCHOOL","NO.11 KWUN TSING ROAD, SO KWUN WAT, TUEN MUN, N.T.","ON THE WINDOWSILL OF THE SCHOOL GENERAL OFFICE (G/F) - NEXT TO CCTV SYSTEM",22.373567531109,113.99515983062,Yes,Anyone,Anyone,"Street level",,Physio-control,"Lifepak CR Plus (Fully -auto)",
"Mong Kok Station","Mong Kok Station","Platform 2 (near the 5th Car)",22.319253,114.169355,Yes,"Staff only","Accompanied By Staff only","Non-street level",,"Physio Control","Lifepak CR Plus",
"Prince Edward Station","Prince Edward Station","Concourse (near Customer Service Centre)",22.3250785,114.1683631,Yes,"Staff only","Accompanied By Staff only","Non-street level",,"Physio Control","Lifepak CR Plus",
"Prince Edward Station","Prince Edward Station","Platform 1 (near the 5th Car)",22.3250785,114.1683631,Yes,"Staff only","Accompanied By Staff only","Non-street level",,"Physio Control","Lifepak CR Plus",
"Prince Edward Station","Prince Edward Station","Platform 4 (near the 4th Car)",22.3250785,114.1683631,Yes,"Staff only","Accompanied By Staff only","Non-street level",,"Physio Control","Lifepak CR Plus",
"PO LEUNG KUK WONG CHUK HANG SERVICE FOR THE ELDERLY","NO. 1, WONG CHUK HANG PATH, WONG CHUK HANG, HONG KONG","G/F, 1982 BOARD OF DIRECTORS DAY CARE CENTRE FOR THE ELDERLY,  NO. 1, WONG CHUK HANG PATH, WONG CHUK HANG, HONG KONG",22.251560887962,114.1754870276,Yes,"Trained Personnel Only",Anyone,"Street level",,Philips,"HS1 (Semi-auto)",
"Shum Shui Po Station","Shum Shui Po Station","Concourse (near Customer Service Centre)",22.3307712,114.1622681,Yes,"Staff only","Accompanied By Staff only","Non-street level",,"Physio Control","Lifepak CR Plus",
"Shum Shui Po Station","Shum Shui Po Station","Platform 2 (near the 4th Car)",22.3307712,114.1622681,Yes,"Staff only","Accompanied By Staff only","Non-street level",,"Physio Control","Lifepak CR Plus",
"Cheung Sha Wan Station","Cheung Sha Wan Station","Concourse (near Customer Service Centre)",22.335614356495,114.15599470793,Yes,"Staff only","Accompanied By Staff only","Non-street level",,"Physio Control","Lifepak CR Plus",
"Cheung Sha Wan Station","Cheung Sha Wan Station","Platform (near Lift)",22.335623039899,114.15600543677,Yes,"Staff only","Accompanied By Staff only","Non-street level",,"Physio Control","Lifepak CR Plus",
"Lai Chi Kok Station","Lai Chi Kok Station","Concourse (near the Lift in paid area)",22.3368748,114.1483108,Yes,"Staff only","Accompanied By Staff only","Non-street level",,"Physio Control","Lifepak CR Plus",
"Lai Chi Kok Station","Lai Chi Kok Station","Platform 2 (near the 4th Car)",22.3368748,114.1483108,Yes,"Staff only","Accompanied By Staff only","Non-street level",,"Physio Control","Lifepak CR Plus",
"Mei Foo Station","Mei Foo Station","Tsuen Wan Line Concourse (near Exit C Entry Gates)",22.3375848,114.1379836,Yes,"Staff only","Accompanied By Staff only","Non-street level",,"Physio Control","Lifepak CR Plus",
"Mei Foo Station","Mei Foo Station","Tsuen Wan Line Platform (near Lift)",22.3375848,114.1379836,Yes,"Staff only","Accompanied By Staff only","Non-street level",,"Physio Control","Lifepak CR Plus",
"PO LEUNG KUK VICWOOD K.T. CHONG NEIGHBOURHOOD ELDERLY CENTRE","BLOCK 1, PODIUM LEVEL 1, VERBENA HEIGHTS, 8 MAU TAI ROAD, TSEUNG KWAN O","OFFICE (PO LEUNG KUK VICWOOD K.T. CHONG NEIGHBOURHOOD ELDERLY CENTRE)",22.321780673602,114.25590045398,Yes,"Trained Personnel Only",Anyone,"Non-street level",,Physio-control,"Lifepak CR Plus ( Fully-auto)",
"Mei Foo Station","Mei Foo Station","Tuen Ma Line Concourse (near Exit D)",22.3375848,114.1379836,Yes,"Staff only","Accompanied By Staff only","Street level",,"Physio Control","Lifepak CR Plus",
"Mei Foo Station","Mei Foo Station","Tuen Ma Line Platform 1 (near Platform Supervision Booth)",22.3375848,114.1379836,Yes,"Staff only","Accompanied By Staff only","Non-street level",,"Physio Control","Lifepak CR Plus",
"Mei Foo Station","Mei Foo Station","Tuen Ma Line Platform 2 (near Platform Supervision Booth)",22.3375848,114.1379836,Yes,"Staff only","Accompanied By Staff only","Non-street level",,"Physio Control","Lifepak CR Plus",
"PO LEUNG KUK FONG TAM YUEN LEUNG ELDERLY ENHANCEMENT CENTRE FOR THE SENIOR","UNIT 106, COMMERCIAL COMPLEX, HIU LAI COURT, SAU MAU PING, KWUN TONG","ACTIVITY ROOM",22.320791881236,114.22922587147,Yes,"Staff only","Staff only","Street level",,Physio-control,"Lifepak CR Plus (Fully -auto)",
"Mei Foo Station","Mei Foo Station","Tuen Ma Line Concourse (near Customer Service Centre)",22.3375848,114.1379836,Yes,"Staff only","Accompanied By Staff only","Street level",,"Physio Control","Lifepak CR Plus",
"Lai King Station","Lai King Station","Concourse (near Customer Service Centre at paid area)",22.348416,114.126161,Yes,"Staff only","Accompanied By Staff only","Non-street level",,"Physio Control","Lifepak CR Plus",
"Lai King Station","Lai King Station","Platform 2 (near Platform Supervision Booth)",22.348416,114.126161,Yes,"Staff only","Accompanied By Staff only","Non-street level",,"Physio Control","Lifepak CR Plus",
